0 | function | palavra-reservada
11461 | undefined | tipo-de-dado

11462 | jQuery | variavel

11463 | event | string

11464 | add | string

11465 | el | string

11466 | type | string

11467 | returnTrue | funcao

11468 | return | palavra-reservada

11469 | dataPriv | funcao

11470 | set | string

11471 | el | string

11472 | type | string

11473 | false | palavra-reservada

11474 | jQuery | variavel

11475 | event | string

11476 | add | string

11477 | el | string

11478 | type | string

11479 | namespace | string

11480 | false | palavra-reservada

11481 | handler | string

11482 | function | palavra-reservada

11483 | event | string

11484 | var | palavra-reservada

11485 | notAsync | funcao

11486 | result | string

11487 | saved | string

11488 | = | operador

11489 | dataPriv | funcao

11490 | get | string

11491 | this | palavra-reservada

11492 | type | string

11493 | if | palavra-reservada

11494 | event | string

11495 | isTrigger | funcao

11496 | & | char

11497 | 1 | inteiro

11498 | && | comparador

11499 | this | palavra-reservada

11500 | type | string

11501 | if | palavra-reservada

11502 | saved | string

11503 | length | string

11504 | saved | string

11505 | = | operador

11506 | slice | string

11507 | call | string

11508 | arguments | palavra-reservada

11509 | dataPriv | funcao

11510 | set | string

11511 | this | palavra-reservada

11512 | type | string

11513 | saved | string

11514 | notAsync | funcao

11515 | = | operador

11516 | expectSync | funcao

11517 | this | palavra-reservada

11518 | type | string

11519 | this | palavra-reservada

11520 | type | string

11521 | result | string

11522 | = | operador

11523 | dataPriv | funcao

11524 | get | string

11525 | this | palavra-reservada

11526 | type | string

11527 | if | palavra-reservada

11528 | saved | string

11529 | == | comparador

11530 | result | string

11531 | || | comparador

11532 | notAsync | funcao

11533 | dataPriv | funcao

11534 | set | string

11535 | this | palavra-reservada

11536 | type | string

11537 | false | palavra-reservada

11538 | else | palavra-reservada

11539 | result | string

11540 | = | operador

11541 | if | palavra-reservada

11542 | saved | string

11543 | == | comparador

11544 | result | string

11545 | event | string

11546 | stopImmediatePropagation | string

11547 | event | string

11548 | preventDefault | funcao

11549 | return | palavra-reservada

11550 | result | string

11551 | && | comparador

11552 | result | string

11553 | value | string

11554 | else | palavra-reservada

11555 | if | palavra-reservada

11556 | jQuery | variavel

11557 | event | string

11558 | special | string

11559 | type | string

11560 | || | comparador

11561 | delegateType | funcao

11562 | event | string

11563 | stopPropagation | funcao

11564 | else | palavra-reservada

11565 | if | palavra-reservada

11566 | saved | string

11567 | length | string

11568 | dataPriv | funcao

11569 | set | string

11570 | this | palavra-reservada

11571 | type | string

11572 | value | string

11573 | jQuery | variavel

11574 | event | string

11575 | trigger | string

11576 | jQuery | variavel

11577 | extend | string

11578 | saved | string

11579 | 0 | inteiro

11580 | jQuery | variavel

11581 | Event | string

11582 | prototype | string

11583 | saved | string

11584 | slice | string

11585 | 1 | inteiro

11586 | this | palavra-reservada

11587 | event | string

11588 | stopImmediatePropagation | string

11589 | jQuery | variavel

11590 | removeEvent | funcao

11591 | = | operador

11592 | function | palavra-reservada

11593 | elem | string

11594 | type | string

11595 | handle | string

11596 | if | palavra-reservada

11597 | elem | string

11598 | removeEventListener | string

11599 | elem | string

11600 | removeEventListener | string

11601 | type | string

11602 | handle | string

11603 | jQuery | variavel

11604 | Event | string

11605 | = | operador

11606 | function | palavra-reservada

11607 | src | string

11608 | props | string

11609 | if | palavra-reservada

11610 | this | palavra-reservada

11611 | instanceof | palavra-reservada

11612 | jQuery | variavel

11613 | Event | string

11614 | return | palavra-reservada

11615 | new | palavra-reservada

11616 | jQuery | variavel

11617 | Event | string

11618 | src | string

11619 | props | string

11620 | if | palavra-reservada

11621 | src | string

11622 | && | comparador

11623 | src | string

11624 | type | string

11625 | this | palavra-reservada

11626 | originalEvent | funcao

11627 | = | operador

11628 | src | string

11629 | this | palavra-reservada

11630 | type | string

11631 | = | operador

11632 | src | string

11633 | type | string

11634 | this | palavra-reservada

11635 | isDefaultPrevented | string

11636 | = | operador

11637 | src | string

11638 | defaultPrevented | funcao

11639 | || | comparador

11640 | src | string

11641 | defaultPrevented | funcao

11642 | === | comparador

11643 | undefined | tipo-de-dado

11644 | && | comparador

11645 | src | string

11646 | returnValue | funcao

11647 | === | comparador

11648 | false | palavra-reservada

11649 | returnTrue | funcao

11650 | returnFalse | funcao

11651 | this | palavra-reservada

11652 | target | string

11653 | = | operador

11654 | src | string

11655 | target | string

11656 | && | comparador

11657 | src | string

11658 | target | string

11659 | nodeType | funcao

11660 | === | comparador

11661 | 3 | inteiro

11662 | src | string

11663 | target | string

11664 | parentNode | funcao

11665 | src | string

11666 | target | string

11667 | this | palavra-reservada

11668 | currentTarget | funcao

11669 | = | operador

11670 | src | string

11671 | currentTarget | funcao

11672 | this | palavra-reservada

11673 | relatedTarget | funcao

11674 | = | operador

11675 | src | string

11676 | relatedTarget | funcao

11677 | else | palavra-reservada

11678 | this | palavra-reservada

11679 | type | string

11680 | = | operador

11681 | src | string

11682 | if | palavra-reservada

11683 | props | string

11684 | jQuery | variavel

11685 | extend | string

11686 | this | palavra-reservada

11687 | props | string

11688 | this | palavra-reservada

11689 | timeStamp | funcao

11690 | = | operador

11691 | src | string

11692 | && | comparador

11693 | src | string

11694 | timeStamp | funcao

11695 | || | comparador

11696 | Date | tipo-de-dado

11697 | now | string

11698 | this | palavra-reservada

11699 | jQuery | variavel

11700 | expando | string

11701 | = | operador

11702 | true | palavra-reservada

11703 | jQuery | variavel

11704 | Event | string

11705 | prototype | string

11706 | = | operador

11707 | constructor | string

11708 | jQuery | variavel

11709 | Event | string

11710 | isDefaultPrevented | string

11711 | returnFalse | funcao

11712 | isPropagationStopped | string

11713 | returnFalse | funcao

11714 | isImmediatePropagationStopped | string

11715 | returnFalse | funcao

11716 | isSimulated | funcao

11717 | false | palavra-reservada

11718 | preventDefault | funcao

11719 | function | palavra-reservada

11720 | var | palavra-reservada

11721 | e | char

11722 | = | operador

11723 | this | palavra-reservada

11724 | originalEvent | funcao

11725 | this | palavra-reservada

11726 | isDefaultPrevented | string

11727 | = | operador

11728 | returnTrue | funcao

11729 | if | palavra-reservada

11730 | e | char

11731 | && | comparador

11732 | this | palavra-reservada

11733 | isSimulated | funcao

11734 | e | char

11735 | preventDefault | funcao

11736 | stopPropagation | funcao

11737 | function | palavra-reservada

11738 | var | palavra-reservada

11739 | e | char

11740 | = | operador

11741 | this | palavra-reservada

11742 | originalEvent | funcao

11743 | this | palavra-reservada

11744 | isPropagationStopped | string

11745 | = | operador

11746 | returnTrue | funcao

11747 | if | palavra-reservada

11748 | e | char

11749 | && | comparador

11750 | this | palavra-reservada

11751 | isSimulated | funcao

11752 | e | char

11753 | stopPropagation | funcao

11754 | stopImmediatePropagation | string

11755 | function | palavra-reservada

11756 | var | palavra-reservada

11757 | e | char

11758 | = | operador

11759 | this | palavra-reservada

11760 | originalEvent | funcao

11761 | this | palavra-reservada

11762 | isImmediatePropagationStopped | string

11763 | = | operador

11764 | returnTrue | funcao

11765 | if | palavra-reservada

11766 | e | char

11767 | && | comparador

11768 | this | palavra-reservada

11769 | isSimulated | funcao

11770 | e | char

11771 | stopImmediatePropagation | string

11772 | this | palavra-reservada

11773 | stopPropagation | funcao

11774 | jQuery | variavel

11775 | each | string

11776 | altKey | funcao

11777 | true | palavra-reservada

11778 | bubbles | string

11779 | true | palavra-reservada

11780 | cancelable | string

11781 | true | palavra-reservada

11782 | changedTouches | funcao

11783 | true | palavra-reservada

11784 | ctrlKey | funcao

11785 | true | palavra-reservada

11786 | detail | string

11787 | true | palavra-reservada

11788 | eventPhase | funcao

11789 | true | palavra-reservada

11790 | metaKey | funcao

11791 | true | palavra-reservada

11792 | pageX | string

11793 | true | palavra-reservada

11794 | pageY | string

11795 | true | palavra-reservada

11796 | shiftKey | funcao

11797 | true | palavra-reservada

11798 | view | string

11799 | true | palavra-reservada

11800 | char | palavra-reservada

11801 | true | palavra-reservada

11802 | code | string

11803 | true | palavra-reservada

11804 | charCode | funcao

11805 | true | palavra-reservada

11806 | key | string

11807 | true | palavra-reservada

11808 | keyCode | funcao

11809 | true | palavra-reservada

11810 | button | string

11811 | true | palavra-reservada

11812 | buttons | string

11813 | true | palavra-reservada

11814 | clientX | string

11815 | true | palavra-reservada

11816 | clientY | string

11817 | true | palavra-reservada

11818 | offsetX | string

11819 | true | palavra-reservada

11820 | offsetY | string

11821 | true | palavra-reservada

11822 | pointerId | funcao

11823 | true | palavra-reservada

11824 | pointerType | funcao

11825 | true | palavra-reservada

11826 | screenX | string

11827 | true | palavra-reservada

11828 | screenY | string

11829 | true | palavra-reservada

11830 | targetTouches | funcao

11831 | true | palavra-reservada

11832 | toElement | funcao

11833 | true | palavra-reservada

11834 | touches | string

11835 | true | palavra-reservada

11836 | which | string

11837 | true | palavra-reservada

11838 | jQuery | variavel

11839 | event | string

11840 | addProp | funcao

11841 | jQuery | variavel

11842 | each | string

11843 | focus | string

11844 | focusin | string

11845 | blur | string

11846 | focusout | string

11847 | function | palavra-reservada

11848 | type | string

11849 | delegateType | funcao

11850 | jQuery | variavel

11851 | event | string

11852 | special | string

11853 | type | string

11854 | = | operador

11855 | setup | string

11856 | function | palavra-reservada

11857 | leverageNative | funcao

11858 | this | palavra-reservada

11859 | type | string

11860 | expectSync | funcao

11861 | return | palavra-reservada

11862 | false | palavra-reservada

11863 | trigger | string

11864 | function | palavra-reservada

11865 | leverageNative | funcao

11866 | this | palavra-reservada

11867 | type | string

11868 | return | palavra-reservada

11869 | true | palavra-reservada

11870 | _default | string

11871 | function | palavra-reservada

11872 | return | palavra-reservada

11873 | true | palavra-reservada

11874 | delegateType | funcao

11875 | delegateType | funcao

11876 | jQuery | variavel

11877 | each | string

11878 | mouseenter | string

11879 | mouseover | string

11880 | mouseleave | string

11881 | mouseout | string

11882 | pointerenter | string

11883 | pointerover | string

11884 | pointerleave | string

11885 | pointerout | string

11886 | function | palavra-reservada

11887 | orig | string

11888 | fix | string

11889 | jQuery | variavel

11890 | event | string

11891 | special | string

11892 | orig | string

11893 | = | operador

11894 | delegateType | funcao

11895 | fix | string

11896 | bindType | funcao

11897 | fix | string

11898 | handle | string

11899 | function | palavra-reservada

11900 | event | string

11901 | var | palavra-reservada

11902 | ret | string

11903 | target | string

11904 | = | operador

11905 | this | palavra-reservada

11906 | related | string

11907 | = | operador

11908 | event | string

11909 | relatedTarget | funcao

11910 | handleObj | funcao

11911 | = | operador

11912 | event | string

11913 | handleObj | funcao

11914 | if | palavra-reservada

11915 | related | string

11916 | || | comparador

11917 | related | string

11918 | == | comparador

11919 | target | string

11920 | && | comparador

11921 | jQuery | variavel

11922 | contains | string

11923 | target | string

11924 | related | string

11925 | event | string

11926 | type | string

11927 | = | operador

11928 | handleObj | funcao
